timestamp,open,high,low,close,returns,volume,market_cap,middle_band,rolling_std,upper_band,lower_band,price_position,band_width,volume_to_market_cap,momentum
2024-05-28 00:00:00,,,,69367.23871755725,,18983806932.464344,1366931305389.0393,,,,,,,0.013887901211730171,
2024-05-29 00:00:00,69367.23871755725,69367.23871755725,68316.63588049631,68316.63588049631,-1050.602837060942,31278122196.184998,1347542673428.3018,,,,,,,0.023211229457104982,
2024-05-30 00:00:00,68316.63588049631,68316.63588049631,67577.26558995963,67577.26558995963,-739.3702905366808,24320692137.62038,1331734029835.3335,,,,,,,0.01826242447272117,
2024-05-31 00:00:00,67577.26558995963,68372.49288434093,67577.26558995963,68372.49288434093,795.2272943813005,25344376897.716885,1346147846430.124,,,,,,,0.018827335321991663,
2024-06-01 00:00:00,68372.49288434093,68372.49288434093,67474.95483698409,67474.95483698409,-897.5380473568366,19685305476.459476,1331606411822.8157,,,,,,,0.014783126081161297,
2024-06-02 00:00:00,67474.95483698409,67704.32641811523,67474.95483698409,67704.32641811523,229.37158113114128,10724053324.55672,1333649555935.3525,,,,,,,0.008041132902440346,
2024-06-03 00:00:00,67704.32641811523,67740.01690222476,67704.32641811523,67740.01690222476,35.69048410952382,16137350587.750422,1335930570689.7126,,,,,,,0.012079482977486658,
2024-06-04 00:00:00,67740.01690222476,68808.29368590549,67740.01690222476,68808.29368590549,1068.2767836807325,29862293749.910686,1355484820107.0864,,,,,,,0.022030710567124977,-0.00805776677845893
2024-06-05 00:00:00,68808.29368590549,70600.01116676089,68808.29368590549,70600.01116676089,1791.7174808553973,31561053725.144592,1390853496950.4385,,,,,,,0.02269186064121406,0.03342341520239378
2024-06-06 00:00:00,70600.01116676089,71184.59943059199,70600.01116676089,71184.59943059199,584.5882638311014,32560403314.989147,1400297735227.1965,,,,,,,0.023252485879159308,0.053380879044746754
2024-06-07 00:00:00,71184.59943059199,71184.59943059199,70759.58819301432,70759.58819301432,-425.0112375776662,23612879689.560955,1394881646977.521,,,,,,,0.016928231682398417,0.03491309454975422
2024-06-08 00:00:00,70759.58819301432,70759.58819301432,69325.36238847222,69325.36238847222,-1434.225804542104,18597495569.911568,1366366925856.506,,,,,,,0.013610908766877346,0.02742362045233837
